"REF_DATE","GEO","DGUID","Age group","Sex","High blood pressure","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1996","Saskatchewan","","55-64 years","Females","Total population for the variable high blood pressure","Number of persons","Persons","249","units ","0","v4021116","9.11.3.1.1","46070","","","","0"
"1996","Saskatchewan","","55-64 years","Females","Total population for the variable high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4021117","9.11.3.1.2","36337","","","","0"
"1996","Saskatchewan","","55-64 years","Females","Total population for the variable high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v4021118","9.11.3.1.3","55803","","","","0"
"1996","Saskatchewan","","55-64 years","Females","Total population for the variable high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4021119","9.11.3.1.4","10.8","","","","1"
"1996","Saskatchewan","","55-64 years","Females","Total population for the variable high blood pressure","Percent","Percent","239","units ","0","v4021120","9.11.3.1.5","100.0","","","","1"
"1996","Saskatchewan","","55-64 years","Females","Total population for the variable high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4021121","9.11.3.1.6","100.0","","","","1"
"1996","Saskatchewan","","55-64 years","Females","Total population for the variable high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4021122","9.11.3.1.7","100.0","","","","1"
"1996","Saskatchewan","","55-64 years","Females","Total population for the variable high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4021123","9.11.3.1.8","0.0","","","","1"
"1996","Saskatchewan","","55-64 years","Females","With high blood pressure","Number of persons","Persons","249","units ","0","v4021124","9.11.3.2.1","11143","E","","","0"
"1996","Saskatchewan","","55-64 years","Females","With high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4021125","9.11.3.2.2","5931","E","","","0"
"1996","Saskatchewan","","55-64 years","Females","With high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v4021126","9.11.3.2.3","16356","E","","","0"
"1996","Saskatchewan","","55-64 years","Females","With high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4021127","9.11.3.2.4","23.9","E","","","1"
"1996","Saskatchewan","","55-64 years","Females","With high blood pressure","Percent","Percent","239","units ","0","v4021128","9.11.3.2.5","24.2","E","","","1"
"1996","Saskatchewan","","55-64 years","Females","With high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4021129","9.11.3.2.6","13.4","E","","","1"
"1996","Saskatchewan","","55-64 years","Females","With high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4021130","9.11.3.2.7","35.0","E","","","1"
"1996","Saskatchewan","","55-64 years","Females","With high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4021131","9.11.3.2.8","22.7","E","","","1"
"1996","Saskatchewan","","55-64 years","Females","Without high blood pressure","Number of persons","Persons","249","units ","0","v4021132","9.11.3.3.1","34927","","","","0"
"1996","Saskatchewan","","55-64 years","Females","Without high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4021133","9.11.3.3.2","25705","","","","0"
"1996","Saskatchewan","","55-64 years","Females","Without high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v4021134","9.11.3.3.3","44149","","","","0"
"1996","Saskatchewan","","55-64 years","Females","Without high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4021135","9.11.3.3.4","13.5","","","","1"
"1996","Saskatchewan","","55-64 years","Females","Without high blood pressure","Percent","Percent","239","units ","0","v4021136","9.11.3.3.5","75.8","","","","1"
"1996","Saskatchewan","","55-64 years","Females","Without high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4021137","9.11.3.3.6","65.0","","","","1"
"1996","Saskatchewan","","55-64 years","Females","Without high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4021138","9.11.3.3.7","86.6","","","","1"
"1996","Saskatchewan","","55-64 years","Females","Without high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4021139","9.11.3.3.8","7.3","","","","1"
"1996","Saskatchewan","","55-64 years","Females","High blood pressure, not stated","Number of persons","Persons","249","units ","0","v4021140","9.11.3.4.1","","F","","","0"
"1996","Saskatchewan","","55-64 years","Females","High blood pressure, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4021141","9.11.3.4.2","","F","","","0"
"1996","Saskatchewan","","55-64 years","Females","High blood pressure, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v4021142","9.11.3.4.3","","F","","","0"
"1996","Saskatchewan","","55-64 years","Females","High blood pressure, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4021143","9.11.3.4.4","","F","","","1"
"1996","Saskatchewan","","55-64 years","Females","High blood pressure, not stated","Percent","Percent","239","units ","0","v4021144","9.11.3.4.5","","F","","","1"
"1996","Saskatchewan","","55-64 years","Females","High blood pressure, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4021145","9.11.3.4.6","","F","","","1"
"1996","Saskatchewan","","55-64 years","Females","High blood pressure, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4021146","9.11.3.4.7","","F","","","1"
"1996","Saskatchewan","","55-64 years","Females","High blood pressure, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4021147","9.11.3.4.8","","F","","","1"
"1996","Saskatchewan","","65 years and over","Both sexes","Total population for the variable high blood pressure","Number of persons","Persons","249","units ","0","v4021148","9.12.1.1.1","137462","","","","0"
"1996","Saskatchewan","","65 years and over","Both sexes","Total population for the variable high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4021149","9.12.1.1.2","137462","","","","0"
"1996","Saskatchewan","","65 years and over","Both sexes","Total population for the variable high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v4021150","9.12.1.1.3","137462","","","","0"
"1996","Saskatchewan","","65 years and over","Both sexes","Total population for the variable high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4021151","9.12.1.1.4","0.0","","","","1"
"1996","Saskatchewan","","65 years and over","Both sexes","Total population for the variable high blood pressure","Percent","Percent","239","units ","0","v4021152","9.12.1.1.5","100.0","","","","1"
"1996","Saskatchewan","","65 years and over","Both sexes","Total population for the variable high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4021153","9.12.1.1.6","100.0","","","","1"
"1996","Saskatchewan","","65 years and over","Both sexes","Total population for the variable high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4021154","9.12.1.1.7","100.0","","","","1"
"1996","Saskatchewan","","65 years and over","Both sexes","Total population for the variable high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4021155","9.12.1.1.8","0.0","","","","1"
"1996","Saskatchewan","","65 years and over","Both sexes","With high blood pressure","Number of persons","Persons","249","units ","0","v4021156","9.12.1.2.1","45262","","","","0"
"1996","Saskatchewan","","65 years and over","Both sexes","With high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4021157","9.12.1.2.2","35185","","","","0"
"1996","Saskatchewan","","65 years and over","Both sexes","With high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v4021158","9.12.1.2.3","55338","","","","0"
"1996","Saskatchewan","","65 years and over","Both sexes","With high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4021159","9.12.1.2.4","11.4","","","","1"
"1996","Saskatchewan","","65 years and over","Both sexes","With high blood pressure","Percent","Percent","239","units ","0","v4021160","9.12.1.2.5","32.9","","","","1"
"1996","Saskatchewan","","65 years and over","Both sexes","With high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4021161","9.12.1.2.6","25.6","","","","1"
"1996","Saskatchewan","","65 years and over","Both sexes","With high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4021162","9.12.1.2.7","40.3","","","","1"
"1996","Saskatchewan","","65 years and over","Both sexes","With high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4021163","9.12.1.2.8","11.4","","","","1"
"1996","Saskatchewan","","65 years and over","Both sexes","Without high blood pressure","Number of persons","Persons","249","units ","0","v4021164","9.12.1.3.1","92200","","","","0"
"1996","Saskatchewan","","65 years and over","Both sexes","Without high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4021165","9.12.1.3.2","82124","","","","0"
"1996","Saskatchewan","","65 years and over","Both sexes","Without high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v4021166","9.12.1.3.3","102277","","","","0"
"1996","Saskatchewan","","65 years and over","Both sexes","Without high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4021167","9.12.1.3.4","5.6","","","","1"
"1996","Saskatchewan","","65 years and over","Both sexes","Without high blood pressure","Percent","Percent","239","units ","0","v4021168","9.12.1.3.5","67.1","","","","1"
"1996","Saskatchewan","","65 years and over","Both sexes","Without high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4021169","9.12.1.3.6","59.7","","","","1"
"1996","Saskatchewan","","65 years and over","Both sexes","Without high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4021170","9.12.1.3.7","74.4","","","","1"
"1996","Saskatchewan","","65 years and over","Both sexes","Without high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4021171","9.12.1.3.8","5.6","","","","1"
"1996","Saskatchewan","","65 years and over","Both sexes","High blood pressure, not stated","Number of persons","Persons","249","units ","0","v4021172","9.12.1.4.1","","F","","","0"
"1996","Saskatchewan","","65 years and over","Both sexes","High blood pressure, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4021173","9.12.1.4.2","","F","","","0"
"1996","Saskatchewan","","65 years and over","Both sexes","High blood pressure, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v4021174","9.12.1.4.3","","F","","","0"
"1996","Saskatchewan","","65 years and over","Both sexes","High blood pressure, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4021175","9.12.1.4.4","","F","","","1"
"1996","Saskatchewan","","65 years and over","Both sexes","High blood pressure, not stated","Percent","Percent","239","units ","0","v4021176","9.12.1.4.5","","F","","","1"
"1996","Saskatchewan","","65 years and over","Both sexes","High blood pressure, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4021177","9.12.1.4.6","","F","","","1"
"1996","Saskatchewan","","65 years and over","Both sexes","High blood pressure, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4021178","9.12.1.4.7","","F","","","1"
"1996","Saskatchewan","","65 years and over","Both sexes","High blood pressure, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4021179","9.12.1.4.8","","F","","","1"
"1996","Saskatchewan","","65 years and over","Males","Total population for the variable high blood pressure","Number of persons","Persons","249","units ","0","v4021180","9.12.2.1.1","61024","","","","0"
"1996","Saskatchewan","","65 years and over","Males","Total population for the variable high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4021181","9.12.2.1.2","61024","","","","0"
"1996","Saskatchewan","","65 years and over","Males","Total population for the variable high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v4021182","9.12.2.1.3","61024","","","","0"
"1996","Saskatchewan","","65 years and over","Males","Total population for the variable high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4021183","9.12.2.1.4","0.0","","","","1"
"1996","Saskatchewan","","65 years and over","Males","Total population for the variable high blood pressure","Percent","Percent","239","units ","0","v4021184","9.12.2.1.5","100.0","","","","1"
"1996","Saskatchewan","","65 years and over","Males","Total population for the variable high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4021185","9.12.2.1.6","100.0","","","","1"
"1996","Saskatchewan","","65 years and over","Males","Total population for the variable high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4021186","9.12.2.1.7","100.0","","","","1"
"1996","Saskatchewan","","65 years and over","Males","Total population for the variable high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4021187","9.12.2.1.8","0.0","","","","1"
"1996","Saskatchewan","","65 years and over","Males","With high blood pressure","Number of persons","Persons","249","units ","0","v4021188","9.12.2.2.1","17117","E","","","0"
"1996","Saskatchewan","","65 years and over","Males","With high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4021189","9.12.2.2.2","11210","E","","","0"
"1996","Saskatchewan","","65 years and over","Males","With high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v4021190","9.12.2.2.3","23023","E","","","0"
"1996","Saskatchewan","","65 years and over","Males","With high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4021191","9.12.2.2.4","17.6","E","","","1"
"1996","Saskatchewan","","65 years and over","Males","With high blood pressure","Percent","Percent","239","units ","0","v4021192","9.12.2.2.5","28.0","E","","","1"
"1996","Saskatchewan","","65 years and over","Males","With high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4021193","9.12.2.2.6","18.4","E","","","1"
"1996","Saskatchewan","","65 years and over","Males","With high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4021194","9.12.2.2.7","37.7","E","","","1"
"1996","Saskatchewan","","65 years and over","Males","With high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4021195","9.12.2.2.8","17.6","E","","","1"
"1996","Saskatchewan","","65 years and over","Males","Without high blood pressure","Number of persons","Persons","249","units ","0","v4021196","9.12.2.3.1","43907","","","","0"
"1996","Saskatchewan","","65 years and over","Males","Without high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4021197","9.12.2.3.2","38001","","","","0"
"1996","Saskatchewan","","65 years and over","Males","Without high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v4021198","9.12.2.3.3","49814","","","","0"
"1996","Saskatchewan","","65 years and over","Males","Without high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4021199","9.12.2.3.4","6.9","","","","1"
"1996","Saskatchewan","","65 years and over","Males","Without high blood pressure","Percent","Percent","239","units ","0","v4021200","9.12.2.3.5","72.0","","","","1"
"1996","Saskatchewan","","65 years and over","Males","Without high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4021201","9.12.2.3.6","62.3","","","","1"
"1996","Saskatchewan","","65 years and over","Males","Without high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4021202","9.12.2.3.7","81.6","","","","1"
"1996","Saskatchewan","","65 years and over","Males","Without high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4021203","9.12.2.3.8","6.9","","","","1"
"1996","Saskatchewan","","65 years and over","Males","High blood pressure, not stated","Number of persons","Persons","249","units ","0","v4021204","9.12.2.4.1","","F","","","0"
"1996","Saskatchewan","","65 years and over","Males","High blood pressure, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4021205","9.12.2.4.2","","F","","","0"
"1996","Saskatchewan","","65 years and over","Males","High blood pressure, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v4021206","9.12.2.4.3","","F","","","0"
"1996","Saskatchewan","","65 years and over","Males","High blood pressure, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4021207","9.12.2.4.4","","F","","","1"
"1996","Saskatchewan","","65 years and over","Males","High blood pressure, not stated","Percent","Percent","239","units ","0","v4021208","9.12.2.4.5","","F","","","1"
"1996","Saskatchewan","","65 years and over","Males","High blood pressure, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4021209","9.12.2.4.6","","F","","","1"
"1996","Saskatchewan","","65 years and over","Males","High blood pressure, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4021210","9.12.2.4.7","","F","","","1"
"1996","Saskatchewan","","65 years and over","Males","High blood pressure, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4021211","9.12.2.4.8","","F","","","1"
"1996","Saskatchewan","","65 years and over","Females","Total population for the variable high blood pressure","Number of persons","Persons","249","units ","0","v4021212","9.12.3.1.1","76438","","","","0"
"1996","Saskatchewan","","65 years and over","Females","Total population for the variable high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4021213","9.12.3.1.2","76438","","","","0"
"1996","Saskatchewan","","65 years and over","Females","Total population for the variable high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v4021214","9.12.3.1.3","76438","","","","0"
"1996","Saskatchewan","","65 years and over","Females","Total population for the variable high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4021215","9.12.3.1.4","0.0","","","","1"
"1996","Saskatchewan","","65 years and over","Females","Total population for the variable high blood pressure","Percent","Percent","239","units ","0","v4021216","9.12.3.1.5","100.0","","","","1"
"1996","Saskatchewan","","65 years and over","Females","Total population for the variable high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4021217","9.12.3.1.6","100.0","","","","1"
"1996","Saskatchewan","","65 years and over","Females","Total population for the variable high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4021218","9.12.3.1.7","100.0","","","","1"
"1996","Saskatchewan","","65 years and over","Females","Total population for the variable high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4021219","9.12.3.1.8","0.0","","","","1"
"1996","Saskatchewan","","65 years and over","Females","With high blood pressure","Number of persons","Persons","249","units ","0","v4021220","9.12.3.2.1","28145","","","","0"
"1996","Saskatchewan","","65 years and over","Females","With high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4021221","9.12.3.2.2","21005","","","","0"
"1996","Saskatchewan","","65 years and over","Females","With high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v4021222","9.12.3.2.3","35286","","","","0"
"1996","Saskatchewan","","65 years and over","Females","With high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4021223","9.12.3.2.4","12.9","","","","1"
"1996","Saskatchewan","","65 years and over","Females","With high blood pressure","Percent","Percent","239","units ","0","v4021224","9.12.3.2.5","36.8","","","","1"
"1996","Saskatchewan","","65 years and over","Females","With high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4021225","9.12.3.2.6","27.5","","","","1"
"1996","Saskatchewan","","65 years and over","Females","With high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4021226","9.12.3.2.7","46.2","","","","1"
"1996","Saskatchewan","","65 years and over","Females","With high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4021227","9.12.3.2.8","12.9","","","","1"
"1996","Saskatchewan","","65 years and over","Females","Without high blood pressure","Number of persons","Persons","249","units ","0","v4021228","9.12.3.3.1","48293","","","","0"
"1996","Saskatchewan","","65 years and over","Females","Without high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4021229","9.12.3.3.2","41152","","","","0"
"1996","Saskatchewan","","65 years and over","Females","Without high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v4021230","9.12.3.3.3","55433","","","","0"
"1996","Saskatchewan","","65 years and over","Females","Without high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4021231","9.12.3.3.4","7.5","","","","1"
"1996","Saskatchewan","","65 years and over","Females","Without high blood pressure","Percent","Percent","239","units ","0","v4021232","9.12.3.3.5","63.2","","","","1"
"1996","Saskatchewan","","65 years and over","Females","Without high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4021233","9.12.3.3.6","53.8","","","","1"
"1996","Saskatchewan","","65 years and over","Females","Without high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4021234","9.12.3.3.7","72.5","","","","1"
"1996","Saskatchewan","","65 years and over","Females","Without high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4021235","9.12.3.3.8","7.5","","","","1"
"1996","Saskatchewan","","65 years and over","Females","High blood pressure, not stated","Number of persons","Persons","249","units ","0","v4021236","9.12.3.4.1","","F","","","0"
"1996","Saskatchewan","","65 years and over","Females","High blood pressure, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4021237","9.12.3.4.2","","F","","","0"
"1996","Saskatchewan","","65 years and over","Females","High blood pressure, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v4021238","9.12.3.4.3","","F","","","0"
"1996","Saskatchewan","","65 years and over","Females","High blood pressure, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4021239","9.12.3.4.4","","F","","","1"
"1996","Saskatchewan","","65 years and over","Females","High blood pressure, not stated","Percent","Percent","239","units ","0","v4021240","9.12.3.4.5","","F","","","1"
"1996","Saskatchewan","","65 years and over","Females","High blood pressure, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4021241","9.12.3.4.6","","F","","","1"
"1996","Saskatchewan","","65 years and over","Females","High blood pressure, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4021242","9.12.3.4.7","","F","","","1"
"1996","Saskatchewan","","65 years and over","Females","High blood pressure, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4021243","9.12.3.4.8","","F","","","1"
"1996","Saskatchewan","","65-74 years","Both sexes","Total population for the variable high blood pressure","Number of persons","Persons","249","units ","0","v4021244","9.13.1.1.1","71523","","","","0"
"1996","Saskatchewan","","65-74 years","Both sexes","Total population for the variable high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4021245","9.13.1.1.2","61212","","","","0"
"1996","Saskatchewan","","65-74 years","Both sexes","Total population for the variable high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v4021246","9.13.1.1.3","81833","","","","0"
"1996","Saskatchewan","","65-74 years","Both sexes","Total population for the variable high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4021247","9.13.1.1.4","7.4","","","","1"
"1996","Saskatchewan","","65-74 years","Both sexes","Total population for the variable high blood pressure","Percent","Percent","239","units ","0","v4021248","9.13.1.1.5","100.0","","","","1"
"1996","Saskatchewan","","65-74 years","Both sexes","Total population for the variable high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4021249","9.13.1.1.6","100.0","","","","1"
"1996","Saskatchewan","","65-74 years","Both sexes","Total population for the variable high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4021250","9.13.1.1.7","100.0","","","","1"
"1996","Saskatchewan","","65-74 years","Both sexes","Total population for the variable high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4021251","9.13.1.1.8","0.0","","","","1"
"1996","Saskatchewan","","65-74 years","Both sexes","With high blood pressure","Number of persons","Persons","249","units ","0","v4021252","9.13.1.2.1","21773","E","","","0"
"1996","Saskatchewan","","65-74 years","Both sexes","With high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4021253","9.13.1.2.2","13562","E","","","0"
"1996","Saskatchewan","","65-74 years","Both sexes","With high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v4021254","9.13.1.2.3","29985","E","","","0"
"1996","Saskatchewan","","65-74 years","Both sexes","With high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4021255","9.13.1.2.4","19.2","E","","","1"
"1996","Saskatchewan","","65-74 years","Both sexes","With high blood pressure","Percent","Percent","239","units ","0","v4021256","9.13.1.2.5","30.4","E","","","1"
"1996","Saskatchewan","","65-74 years","Both sexes","With high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4021257","9.13.1.2.6","20.3","E","","","1"
"1996","Saskatchewan","","65-74 years","Both sexes","With high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4021258","9.13.1.2.7","40.5","E","","","1"
"1996","Saskatchewan","","65-74 years","Both sexes","With high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4021259","9.13.1.2.8","16.9","E","","","1"
"1996","Saskatchewan","","65-74 years","Both sexes","Without high blood pressure","Number of persons","Persons","249","units ","0","v4021260","9.13.1.3.1","49749","","","","0"
"1996","Saskatchewan","","65-74 years","Both sexes","Without high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4021261","9.13.1.3.2","40384","","","","0"
"1996","Saskatchewan","","65-74 years","Both sexes","Without high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v4021262","9.13.1.3.3","59115","","","","0"
"1996","Saskatchewan","","65-74 years","Both sexes","Without high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4021263","9.13.1.3.4","9.6","","","","1"
"1996","Saskatchewan","","65-74 years","Both sexes","Without high blood pressure","Percent","Percent","239","units ","0","v4021264","9.13.1.3.5","69.6","","","","1"
"1996","Saskatchewan","","65-74 years","Both sexes","Without high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4021265","9.13.1.3.6","59.5","","","","1"
"1996","Saskatchewan","","65-74 years","Both sexes","Without high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4021266","9.13.1.3.7","79.7","","","","1"
"1996","Saskatchewan","","65-74 years","Both sexes","Without high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4021267","9.13.1.3.8","7.4","","","","1"
"1996","Saskatchewan","","65-74 years","Both sexes","High blood pressure, not stated","Number of persons","Persons","249","units ","0","v4021268","9.13.1.4.1","","F","","","0"
"1996","Saskatchewan","","65-74 years","Both sexes","High blood pressure, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4021269","9.13.1.4.2","","F","","","0"
"1996","Saskatchewan","","65-74 years","Both sexes","High blood pressure, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v4021270","9.13.1.4.3","","F","","","0"
"1996","Saskatchewan","","65-74 years","Both sexes","High blood pressure, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4021271","9.13.1.4.4","","F","","","1"
"1996","Saskatchewan","","65-74 years","Both sexes","High blood pressure, not stated","Percent","Percent","239","units ","0","v4021272","9.13.1.4.5","","F","","","1"
"1996","Saskatchewan","","65-74 years","Both sexes","High blood pressure, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4021273","9.13.1.4.6","","F","","","1"
"1996","Saskatchewan","","65-74 years","Both sexes","High blood pressure, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4021274","9.13.1.4.7","","F","","","1"
"1996","Saskatchewan","","65-74 years","Both sexes","High blood pressure, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4021275","9.13.1.4.8","","F","","","1"
"1996","Saskatchewan","","65-74 years","Males","Total population for the variable high blood pressure","Number of persons","Persons","249","units ","0","v4021276","9.13.2.1.1","33281","","","","0"
"1996","Saskatchewan","","65-74 years","Males","Total population for the variable high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4021277","9.13.2.1.2","25887","","","","0"
"1996","Saskatchewan","","65-74 years","Males","Total population for the variable high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v4021278","9.13.2.1.3","40676","","","","0"
"1996","Saskatchewan","","65-74 years","Males","Total population for the variable high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4021279","9.13.2.1.4","11.3","","","","1"
"1996","Saskatchewan","","65-74 years","Males","Total population for the variable high blood pressure","Percent","Percent","239","units ","0","v4021280","9.13.2.1.5","100.0","","","","1"
"1996","Saskatchewan","","65-74 years","Males","Total population for the variable high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4021281","9.13.2.1.6","100.0","","","","1"
"1996","Saskatchewan","","65-74 years","Males","Total population for the variable high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4021282","9.13.2.1.7","100.0","","","","1"
"1996","Saskatchewan","","65-74 years","Males","Total population for the variable high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4021283","9.13.2.1.8","0.0","","","","1"
"1996","Saskatchewan","","65-74 years","Males","With high blood pressure","Number of persons","Persons","249","units ","0","v4021284","9.13.2.2.1","8887","E","","","0"
"1996","Saskatchewan","","65-74 years","Males","With high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v4021285","9.13.2.2.2","3356","E","","","0"
"1996","Saskatchewan","","65-74 years","Males","With high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v4021286","9.13.2.2.3","14419","E","","","0"
