"REF_DATE","GEO","DGUID","Age group","Sex","High blood pressure","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1994","Newfoundland and Labrador","","20-34 years","Males","High blood pressure, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889570","2.5.2.4.3","","F","","","0"
"1994","Newfoundland and Labrador","","20-34 years","Males","High blood pressure, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4011127","2.5.2.4.4","","F","","","1"
"1994","Newfoundland and Labrador","","20-34 years","Males","High blood pressure, not stated","Percent","Percent","239","units ","0","v4011128","2.5.2.4.5","","F","","","1"
"1994","Newfoundland and Labrador","","20-34 years","Males","High blood pressure, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4011129","2.5.2.4.6","","F","","","1"
"1994","Newfoundland and Labrador","","20-34 years","Males","High blood pressure, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4011130","2.5.2.4.7","","F","","","1"
"1994","Newfoundland and Labrador","","20-34 years","Males","High blood pressure, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4011131","2.5.2.4.8","","F","","","1"
"1994","Newfoundland and Labrador","","20-34 years","Females","Total population for the variable high blood pressure","Number of persons","Persons","249","units ","0","v1889571","2.5.3.1.1","65355","","","","0"
"1994","Newfoundland and Labrador","","20-34 years","Females","Total population for the variable high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889572","2.5.3.1.2","55046","","","","0"
"1994","Newfoundland and Labrador","","20-34 years","Females","Total population for the variable high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889573","2.5.3.1.3","75664","","","","0"
"1994","Newfoundland and Labrador","","20-34 years","Females","Total population for the variable high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4011135","2.5.3.1.4","8.0","","","","1"
"1994","Newfoundland and Labrador","","20-34 years","Females","Total population for the variable high blood pressure","Percent","Percent","239","units ","0","v4011136","2.5.3.1.5","100.0","","","","1"
"1994","Newfoundland and Labrador","","20-34 years","Females","Total population for the variable high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4011137","2.5.3.1.6","100.0","","","","1"
"1994","Newfoundland and Labrador","","20-34 years","Females","Total population for the variable high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4011138","2.5.3.1.7","100.0","","","","1"
"1994","Newfoundland and Labrador","","20-34 years","Females","Total population for the variable high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4011139","2.5.3.1.8","0.0","","","","1"
"1994","Newfoundland and Labrador","","20-34 years","Females","With high blood pressure","Number of persons","Persons","249","units ","0","v1889574","2.5.3.2.1","","F","","","0"
"1994","Newfoundland and Labrador","","20-34 years","Females","With high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889575","2.5.3.2.2","","F","","","0"
"1994","Newfoundland and Labrador","","20-34 years","Females","With high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889576","2.5.3.2.3","","F","","","0"
"1994","Newfoundland and Labrador","","20-34 years","Females","With high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4011143","2.5.3.2.4","","F","","","1"
"1994","Newfoundland and Labrador","","20-34 years","Females","With high blood pressure","Percent","Percent","239","units ","0","v4011144","2.5.3.2.5","","F","","","1"
"1994","Newfoundland and Labrador","","20-34 years","Females","With high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4011145","2.5.3.2.6","","F","","","1"
"1994","Newfoundland and Labrador","","20-34 years","Females","With high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4011146","2.5.3.2.7","","F","","","1"
"1994","Newfoundland and Labrador","","20-34 years","Females","With high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4011147","2.5.3.2.8","","F","","","1"
"1994","Newfoundland and Labrador","","20-34 years","Females","Without high blood pressure","Number of persons","Persons","249","units ","0","v1889577","2.5.3.3.1","63013","","","","0"
"1994","Newfoundland and Labrador","","20-34 years","Females","Without high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889578","2.5.3.3.2","53001","","","","0"
"1994","Newfoundland and Labrador","","20-34 years","Females","Without high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889579","2.5.3.3.3","73025","","","","0"
"1994","Newfoundland and Labrador","","20-34 years","Females","Without high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4011151","2.5.3.3.4","8.1","","","","1"
"1994","Newfoundland and Labrador","","20-34 years","Females","Without high blood pressure","Percent","Percent","239","units ","0","v4011152","2.5.3.3.5","96.4","","","","1"
"1994","Newfoundland and Labrador","","20-34 years","Females","Without high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4011153","2.5.3.3.6","92.7","","","","1"
"1994","Newfoundland and Labrador","","20-34 years","Females","Without high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4011154","2.5.3.3.7","100.1","","","","1"
"1994","Newfoundland and Labrador","","20-34 years","Females","Without high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4011155","2.5.3.3.8","2.0","","","","1"
"1994","Newfoundland and Labrador","","20-34 years","Females","High blood pressure, not stated","Number of persons","Persons","249","units ","0","v1889580","2.5.3.4.1","","F","","","0"
"1994","Newfoundland and Labrador","","20-34 years","Females","High blood pressure, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889581","2.5.3.4.2","","F","","","0"
"1994","Newfoundland and Labrador","","20-34 years","Females","High blood pressure, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889582","2.5.3.4.3","","F","","","0"
"1994","Newfoundland and Labrador","","20-34 years","Females","High blood pressure, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4011159","2.5.3.4.4","","F","","","1"
"1994","Newfoundland and Labrador","","20-34 years","Females","High blood pressure, not stated","Percent","Percent","239","units ","0","v4011160","2.5.3.4.5","","F","","","1"
"1994","Newfoundland and Labrador","","20-34 years","Females","High blood pressure, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4011161","2.5.3.4.6","","F","","","1"
"1994","Newfoundland and Labrador","","20-34 years","Females","High blood pressure, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4011162","2.5.3.4.7","","F","","","1"
"1994","Newfoundland and Labrador","","20-34 years","Females","High blood pressure, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4011163","2.5.3.4.8","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","Total population for the variable high blood pressure","Number of persons","Persons","249","units ","0","v1889583","2.6.1.1.1","37500","","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","Total population for the variable high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889584","2.6.1.1.2","29180","","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","Total population for the variable high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889585","2.6.1.1.3","45819","","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","Total population for the variable high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4011167","2.6.1.1.4","11.3","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","Total population for the variable high blood pressure","Percent","Percent","239","units ","0","v4011168","2.6.1.1.5","100.0","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","Total population for the variable high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4011169","2.6.1.1.6","100.0","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","Total population for the variable high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4011170","2.6.1.1.7","100.0","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","Total population for the variable high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4011171","2.6.1.1.8","0.0","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","With high blood pressure","Number of persons","Persons","249","units ","0","v1889586","2.6.1.2.1","","F","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","With high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889587","2.6.1.2.2","","F","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","With high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889588","2.6.1.2.3","","F","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","With high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4011175","2.6.1.2.4","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","With high blood pressure","Percent","Percent","239","units ","0","v4011176","2.6.1.2.5","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","With high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4011177","2.6.1.2.6","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","With high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4011178","2.6.1.2.7","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","With high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4011179","2.6.1.2.8","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","Without high blood pressure","Number of persons","Persons","249","units ","0","v1889589","2.6.1.3.1","36817","","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","Without high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889590","2.6.1.3.2","28438","","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","Without high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889591","2.6.1.3.3","45196","","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","Without high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4011183","2.6.1.3.4","11.6","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","Without high blood pressure","Percent","Percent","239","units ","0","v4011184","2.6.1.3.5","98.2","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","Without high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4011185","2.6.1.3.6","94.5","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","Without high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4011186","2.6.1.3.7","101.8","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","Without high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4011187","2.6.1.3.8","1.9","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","High blood pressure, not stated","Number of persons","Persons","249","units ","0","v1889592","2.6.1.4.1","","F","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","High blood pressure, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889593","2.6.1.4.2","","F","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","High blood pressure, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889594","2.6.1.4.3","","F","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","High blood pressure, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4011191","2.6.1.4.4","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","High blood pressure, not stated","Percent","Percent","239","units ","0","v4011192","2.6.1.4.5","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","High blood pressure, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4011193","2.6.1.4.6","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","High blood pressure, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4011194","2.6.1.4.7","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Both sexes","High blood pressure, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4011195","2.6.1.4.8","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Males","Total population for the variable high blood pressure","Number of persons","Persons","249","units ","0","v1889595","2.6.2.1.1","18049","E","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Males","Total population for the variable high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889596","2.6.2.1.2","11736","E","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Males","Total population for the variable high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889597","2.6.2.1.3","24361","E","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Males","Total population for the variable high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4011199","2.6.2.1.4","17.8","E","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Males","Total population for the variable high blood pressure","Percent","Percent","239","units ","0","v4011200","2.6.2.1.5","100.0","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Males","Total population for the variable high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4011201","2.6.2.1.6","100.0","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Males","Total population for the variable high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4011202","2.6.2.1.7","100.0","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Males","Total population for the variable high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4011203","2.6.2.1.8","0.0","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Males","With high blood pressure","Number of persons","Persons","249","units ","0","v1889598","2.6.2.2.1","","F","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Males","With high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889599","2.6.2.2.2","","F","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Males","With high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889600","2.6.2.2.3","","F","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Males","With high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4011207","2.6.2.2.4","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Males","With high blood pressure","Percent","Percent","239","units ","0","v4011208","2.6.2.2.5","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Males","With high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4011209","2.6.2.2.6","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Males","With high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4011210","2.6.2.2.7","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Males","With high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4011211","2.6.2.2.8","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Males","Without high blood pressure","Number of persons","Persons","249","units ","0","v1889601","2.6.2.3.1","18049","E","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Males","Without high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889602","2.6.2.3.2","11736","E","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Males","Without high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889603","2.6.2.3.3","24361","E","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Males","Without high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4011215","2.6.2.3.4","17.8","E","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Males","Without high blood pressure","Percent","Percent","239","units ","0","v4011216","2.6.2.3.5","100.0","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Males","Without high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4011217","2.6.2.3.6","100.0","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Males","Without high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4011218","2.6.2.3.7","100.0","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Males","Without high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4011219","2.6.2.3.8","0.0","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Males","High blood pressure, not stated","Number of persons","Persons","249","units ","0","v1889604","2.6.2.4.1","","F","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Males","High blood pressure, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889605","2.6.2.4.2","","F","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Males","High blood pressure, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889606","2.6.2.4.3","","F","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Males","High blood pressure, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4011223","2.6.2.4.4","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Males","High blood pressure, not stated","Percent","Percent","239","units ","0","v4011224","2.6.2.4.5","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Males","High blood pressure, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4011225","2.6.2.4.6","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Males","High blood pressure, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4011226","2.6.2.4.7","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Males","High blood pressure, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4011227","2.6.2.4.8","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Females","Total population for the variable high blood pressure","Number of persons","Persons","249","units ","0","v1889607","2.6.3.1.1","19451","E","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Females","Total population for the variable high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889608","2.6.3.1.2","12895","E","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Females","Total population for the variable high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889609","2.6.3.1.3","26007","E","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Females","Total population for the variable high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4011231","2.6.3.1.4","17.2","E","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Females","Total population for the variable high blood pressure","Percent","Percent","239","units ","0","v4011232","2.6.3.1.5","100.0","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Females","Total population for the variable high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4011233","2.6.3.1.6","100.0","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Females","Total population for the variable high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4011234","2.6.3.1.7","100.0","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Females","Total population for the variable high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4011235","2.6.3.1.8","0.0","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Females","With high blood pressure","Number of persons","Persons","249","units ","0","v1889610","2.6.3.2.1","","F","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Females","With high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889611","2.6.3.2.2","","F","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Females","With high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889612","2.6.3.2.3","","F","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Females","With high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4011239","2.6.3.2.4","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Females","With high blood pressure","Percent","Percent","239","units ","0","v4011240","2.6.3.2.5","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Females","With high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4011241","2.6.3.2.6","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Females","With high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4011242","2.6.3.2.7","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Females","With high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4011243","2.6.3.2.8","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Females","Without high blood pressure","Number of persons","Persons","249","units ","0","v1889613","2.6.3.3.1","18768","E","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Females","Without high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889614","2.6.3.3.2","12233","E","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Females","Without high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889615","2.6.3.3.3","25304","E","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Females","Without high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4011247","2.6.3.3.4","17.8","E","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Females","Without high blood pressure","Percent","Percent","239","units ","0","v4011248","2.6.3.3.5","96.5","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Females","Without high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4011249","2.6.3.3.6","89.4","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Females","Without high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4011250","2.6.3.3.7","103.5","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Females","Without high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4011251","2.6.3.3.8","3.7","","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Females","High blood pressure, not stated","Number of persons","Persons","249","units ","0","v1889616","2.6.3.4.1","","F","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Females","High blood pressure, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889617","2.6.3.4.2","","F","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Females","High blood pressure, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889618","2.6.3.4.3","","F","","","0"
"1994","Newfoundland and Labrador","","20-24 years","Females","High blood pressure, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4011255","2.6.3.4.4","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Females","High blood pressure, not stated","Percent","Percent","239","units ","0","v4011256","2.6.3.4.5","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Females","High blood pressure, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4011257","2.6.3.4.6","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Females","High blood pressure, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4011258","2.6.3.4.7","","F","","","1"
"1994","Newfoundland and Labrador","","20-24 years","Females","High blood pressure, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4011259","2.6.3.4.8","","F","","","1"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","Total population for the variable high blood pressure","Number of persons","Persons","249","units ","0","v1889619","2.7.1.1.1","86081","","","","0"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","Total population for the variable high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889620","2.7.1.1.2","75455","","","","0"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","Total population for the variable high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889621","2.7.1.1.3","96706","","","","0"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","Total population for the variable high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4011263","2.7.1.1.4","6.3","","","","1"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","Total population for the variable high blood pressure","Percent","Percent","239","units ","0","v4011264","2.7.1.1.5","100.0","","","","1"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","Total population for the variable high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4011265","2.7.1.1.6","100.0","","","","1"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","Total population for the variable high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4011266","2.7.1.1.7","100.0","","","","1"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","Total population for the variable high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4011267","2.7.1.1.8","0.0","","","","1"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","With high blood pressure","Number of persons","Persons","249","units ","0","v1889622","2.7.1.2.1","","F","","","0"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","With high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889623","2.7.1.2.2","","F","","","0"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","With high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889624","2.7.1.2.3","","F","","","0"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","With high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4011271","2.7.1.2.4","","F","","","1"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","With high blood pressure","Percent","Percent","239","units ","0","v4011272","2.7.1.2.5","","F","","","1"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","With high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4011273","2.7.1.2.6","","F","","","1"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","With high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4011274","2.7.1.2.7","","F","","","1"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","With high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4011275","2.7.1.2.8","","F","","","1"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","Without high blood pressure","Number of persons","Persons","249","units ","0","v1889625","2.7.1.3.1","84165","","","","0"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","Without high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889626","2.7.1.3.2","73691","","","","0"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","Without high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889627","2.7.1.3.3","94640","","","","0"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","Without high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4011279","2.7.1.3.4","6.3","","","","1"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","Without high blood pressure","Percent","Percent","239","units ","0","v4011280","2.7.1.3.5","97.8","","","","1"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","Without high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4011281","2.7.1.3.6","95.3","","","","1"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","Without high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4011282","2.7.1.3.7","100.2","","","","1"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","Without high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4011283","2.7.1.3.8","1.3","","","","1"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","High blood pressure, not stated","Number of persons","Persons","249","units ","0","v1889628","2.7.1.4.1","","F","","","0"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","High blood pressure, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1889629","2.7.1.4.2","","F","","","0"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","High blood pressure, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v1889630","2.7.1.4.3","","F","","","0"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","High blood pressure, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4011287","2.7.1.4.4","","F","","","1"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","High blood pressure, not stated","Percent","Percent","239","units ","0","v4011288","2.7.1.4.5","","F","","","1"
"1994","Newfoundland and Labrador","","25-34 years","Both sexes","High blood pressure, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4011289","2.7.1.4.6","","F","","","1"
